Hugo_Symbol	Entrez_Gene_Id	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
PUM1	9698	10.7993	11.2998	11.1954	11.7541	11.2837	10.2131	10.3891	10.8603	10.7541	11.2052	11.5817	9.9218	11.0389	10.9636	11.4954	11.5142	10.5953	11.1699	11.0974	10.3365	10.2703	10.0154	10.1586	11.4645	11.5028	11.5088	11.1548	10.7665	11.2586	10.1137	10.9278	10.8065	10.9801	10.4019	10.1137	10.7482	10.7322	10.9744	10.7237	11.4268	10.4998	11.2276	11.4009	10.764	11.0112	10.4242	9.6402	10.3966	11.1286	10.3531	10.2216	9.9144	11.0154	11.4142	11.3415	11.1344	11.2246	10.8098	9.9174	10.9866	9.5255	9.9944	10.69	10.9388	10.6493	9.4717	11.2113	10.813	11.021	11.3038	11.0334	11.183	11.2923	10.7185	10.8642	11.1427	11.4569	10.683	10.2597	10.5575	9.3015	10.8368	10.8657	10.7789	11.0961	11.5319	10.3421	11.762	9.7549	11.8309	11.1312	10.7288	10.8065	10.9076	11.0587	10.0028	11.0168	10.3117	11.3404	10.9403	10.445	10.978	10.8719	10.5127	10.821	10.6653
PUM2	23369	12.5372	12.407	12.3805	12.6172	12.0671	11.9553	12.6328	11.9535	12.1026	12.2372	11.9683	12.4767	12.1917	11.713	12.7026	11.3696	12.1923	12.2732	12.1646	12.8708	12.769	12.3597	12.3587	12.6314	12.2544	11.9705	12.4333	11.8463	11.676	12.2851	11.7956	11.9975	11.9769	11.7859	11.9425	11.8017	12.1261	12.5553	12.4305	12.2104	12.9683	12.007	12.1424	12.1608	12.3856	12.253	12.6284	12.3761	12.1392	11.9256	12.5387	12.5127	12.1599	11.8025	12.1283	11.8246	12.0921	12.1215	11.8471	12.1003	12.5447	12.2992	12.1799	11.7536	12.2339	12.6237	11.8329	12.1771	11.8914	11.7532	11.7566	11.5864	11.8723	12.059	12.437	12.3429	12.3531	12.2975	12.3658	12.2384	12.6204	11.8482	12.1821	12.371	12.2052	12.2848	13.0563	12.0921	11.6904	12.3055	12.1696	12.4906	12.2624	11.9549	12.3089	12.3044	12.2612	12.2547	12.1815	12.3026	12.0718	12.809	12.5053	12.2137	12.2571	12.2889
PUM3	9933	10.5068	10.5038	10.3761	10.9708	11.1344	10.7822	10.6339	11.4843	10.7117	10.0954	10.1649	10.4242	9.8994	10.544	10.9936	10.7952	11.1402	10.196	9.9715	11.576	11.1911	11.7389	10.851	9.9307	10.0444	9.4346	10.2288	9.8455	10.3151	10.7846	10.5236	10.7022	10.5206	11.0437	11.4025	10.5078	10.4522	10.2819	10.1497	10.1189	10.7515	10.3977	10.1874	11.1966	10.8619	11.3208	11.9986	10.9723	11.0334	10.6537	11.2438	11.1415	9.5736	10	9.8734	11.4742	10.4858	10.9908	11.5348	10.5727	11.3214	10.8146	10.5603	10.5469	10.8525	11.8971	10.4666	10.6064	10.5226	10.0471	9.6018	10.3026	10.5878	10.8033	10.7773	10.3231	10.2264	10.3343	10.4252	11.1755	11.3869	10.5245	10.1215	10.4388	10.0362	10.6248	10.888	10.6321	10.8994	10.0993	10.8857	10.1383	10.3387	10.722	9.9929	11.4025	9.8106	10.6027	9.8041	10.6239	10.6909	10.6795	10.6662	10.1712	10.1611	10.8154
PURA	5813	9.6036	9.1421	9.5411	10.3454	9.1523	9.0715	9.0795	9.3197	9.1007	9.9054	9.2384	9.2095	9.7846	9.3531	9.7347	9.7649	9.255	9.42	9.7448	9.0848	9.4388	9.1344	9.4656	9.42	9.7022	9.4778	9.8376	8.8887	9.4367	9.388	8.8796	9.1548	9.014	8.8009	8.9425	8.817	9.543	8.9915	8.9542	9.5546	9.3729	9.4998	9.5622	9.0251	9.4263	9.1898	9.0901	9.4696	9.3399	9.3219	9.6546	9.5137	9.0251	9.6294	9.733	9.5236	9.545	8.5774	9.4737	9.5177	9.3987	9.3966	9.6366	9.1189	9.3151	8.3837	8.9159	8.7039	9.1774	9.3287	9.0661	9.1447	9.0768	8.9944	9.3966	9.3197	9.3197	9.4346	9.6275	8.8978	9.0634	9.3106	9.6257	9.5411	9.5314	9.388	9.3794	8.9972	9.3487	9.2668	8.4998	9.3487	9.7125	8.9069	9.6275	9.3531	9.4115	9.4179	9.5622	9.796	9.2408	9.3987	9.5527	9.6511	9.2503	9.1649
PURB	5814	10.3826	11.3449	10.7624	10.7322	10.7237	10.1472	10.8857	10.7532	10.0782	11.1389	10.3597	10.4605	10.7863	10.5304	12.2327	11.2222	10.9189	11.0244	10.5196	10.8696	10.8734	10.1189	10.7764	11.4671	11.3701	10.2288	10.8234	11.0049	11.0721	10.7805	11.4486	10.5943	10.7432	10.2969	10.4105	11.0519	10.8986	11.4924	11.0403	11.0728	11.1389	10.9061	10.927	11.4934	11.1261	10.944	10.7599	10.3794	10.9256	10.8564	10.0389	10.8486	11.1447	10.4009	10.69	10.8727	10.9614	11.0028	10.7969	10.7805	10.4126	10.1737	10.5536	10.9425	11.4747	10.6952	10.5546	11.1228	10.84	10.5479	10.8305	10.9069	10.5118	10.9263	11.4788	11.3977	10.6339	10.9476	10.7871	10.7142	10.3554	10.444	10.988	11.2113	11.0895	11.8572	10.8773	11.0647	10.5265	10.9204	10.5196	11.2064	10.9174	10.643	11.5661	10.7723	10.9951	10.2912	11.0251	11.0921	10.9418	10.9708	10.9196	10.585	10.2633	11.1013
PUS1	80324	8.676	8.983	8.4388	8.4305	9.207	9.2456	9.5078	9.4898	8.7245	8.3129	8.7039	9.9322	8.7814	9.5216	8.8106	10.0647	9.3038	9.2192	10.0821	9.1059	8.6221	9.1774	8.8918	9.6366	8.6036	8.7912	8.7682	9.6883	9.0444	9.5943	9.6636	8.5774	9.1699	9.2969	9.3083	9.6987	9.0224	9.1774	8.7814	8.5736	8.6653	8.3663	9.2143	9.5925	8.8948	9.3129	9.1573	9.1344	9.4939	8.5887	9.4656	10.2408	9.1699	10.2384	8.9039	9.4798	8.4998	9.2095	9.2715	9.2854	9.0471	9.3966	9.0901	9.2264	9.1674	9.2095	9.3287	9.6312	9.6847	9.5411	9.6165	9.0112	10.0028	9.4533	9.4136	9.3945	9.2946	9.4325	8.7682	9.6294	9.8486	9.9144	9.1163	9.42	8.9099	9.1241	9.4491	9.3966	9.3707	9.2668	9.255	9.3966	8.9248	9.9873	9.0553	9.6147	8.7944	8.7004	9.4757	9.1674	9.2668	9.8025	8.8009	8.1293	9.0056	9.0471
PUS10	150962	7.7682	8.388	7.9366	8.0715	7.7682	7.1997	8.5275	7.8392	6.8202	8.3576	7.8138	8.676	7.3576	6.9307	8.6546	7.7279	7.5622	7.7211	7.5999	8.5774	8.676	7.8329	7.8826	7.9366	8.3309	7.3576	8	7.4429	6.7279	8.2046	7.7814	7.1799	7.8202	6.9307	7.6582	7.9129	7.8138	8.5622	8.4635	7.6294	8.676	8.2668	7.9658	7.7482	8.3487	7.5392	8.3531	8.2143	8.4512	7.375	7.4263	8.0553	8.2992	7.0553	7.7415	7.4594	7.9658	7.8642	7.9366	8.1085	7.9658	8.2336	7.8704	6.8826	8.1033	7.7279	7.858	8.5353	7.8392	7.7004	7.4594	7.6582	7.6795	8.1396	8.4346	8.8138	8.0607	8.224	7.4594	8.8361	8.7515	7.1699	7.6724	8.5812	8.0444	8.676	8.4094	7.5469	7.585	6.4594	7.7944	7.8074	8.0498	8.1497	7.5699	7.983	7.9484	7.9129	8.6511	8.3083	7.7482	8.4346	8.2574	7.8948	8.1749	8.4998
PUS3	83480	8.5078	8.2946	8.4676	8.4305	8.6036	8.7912	8.8234	7.9658	8.3443	8.1497	7.5774	9.2192	7.4512	8.2808	8.1241	8.0444	8.4594	7.983	8.2808	9.1599	9.3576	9.6935	8.8455	8.1649	7.8455	7.6582	8.2432	8.2946	8.3083	9.0928	8.2527	8.6795	8.2668	8.5314	9.0084	8.6184	8.2527	7.7616	8.6221	7.9484	8.8329	7.5925	8.7279	8	8.9542	8.4429	8.983	8.817	8.3309	8.1447	8.4512	8.8392	8.2668	7.6366	8.1548	8.4959	8.3083	8.2808	8.9513	8.4136	9	8.7415	8.2715	8.8106	8.7381	9.014	7.983	8.8704	8.1396	7.7415	8.2046	7.96	8	8.375	8.6439	8.3663	8.1344	8.3354	8.5157	9.1293	9.2877	8.2288	8.2384	8.4305	8.1649	8.6653	8.7748	7.9944	8.5546	7.0334	8.3083	8.9366	9.0526	8.2384	8.2808	8.7245	8.5038	8.9366	8.1396	8.8106	8.1599	8.817	8.4553	8.6036	9.0821	8.5392
PUS7	54517	9.0553	10.3761	9.2479	9.1674	10.2703	9.4284	10.0084	10.2192	9.3421	9.3707	9.2877	9.5411	8.9773	9.4979	10.3038	9.683	9.9454	10.2046	9.2503	9.5314	9.2923	8.8517	9.1624	9.7279	9.2738	9.4615	9.1033	9.7928	9.9204	9.5275	10.6027	10.1799	9.2167	9.3129	9.4325	9.8345	8.96	10.6546	9.5469	9.3531	9.8857	9.6402	9.6129	10.4221	9.4778	10.1189	9.783	9.3945	9.6073	9.1649	9.3509	9.7279	9.6671	9.3685	9.8074	9.0768	9.5216	10.7566	9.8842	9.7928	8.7912	8.8826	9.2808	9.1033	9.6036	10.1072	10.0928	10.3443	10.007	9.9687	10.4747	9.4717	9.3685	9.5661	10.6537	9.783	9.7616	9.5488	8.5157	10.2336	8.7313	9.1421	9.8811	9.7665	9.6564	9.7616	9.8642	9.9233	9.6883	9.2877	10.3826	10.1137	9.2143	10.1124	9.0389	9.7432	9.585	9.1241	9.6439	9.8533	9.7022	10.0755	9.9715	8.2992	9.2527	9.403
PUS7L	83448	9.0715	8.5925	9.4471	9.9248	8.8549	9.4615	9.3815	9.4284	9.4305	8.7482	8.96	9.944	8.7142	7.8517	8.7944	9.6636	9.6742	8.7977	9.7091	10.2586	10.3151	10.341	10.115	9.5196	9.0168	9.0334	9.2167	9.1319	8.3264	9.8704	9.4757	9.7649	9.2192	8.2527	9.3945	9.1874	8.8978	8.4838	9.2167	9.4263	9.8455	9.568	9.5622	9.1523	9.1674	9.1948	10.1215	9.9484	9.8626	8.5774	9.6202	10.2784	8.6653	8.4594	9.1033	9.8329	8.9801	8.9944	9.7432	8.8918	10.3038	9.5793	9.3685	8.8918	9.4737	10.0566	8.3129	8.4594	8.9687	8.9513	9.5546	8.6935	9.6987	10.0417	9.5018	9.2621	9.4094	9.1874	8.5774	9.1948	10.1799	9.6952	9.5999	9.3421	9.29	9.224	10.0334	8.2854	9.3242	8.7879	8.9513	9.0112	9.5565	9.6564	8.6294	10.1536	9.7125	9.3197	9.9129	10.236	9.796	9.4471	9.8564	9.0362	8.6221	8.9658
PUSL1	126789	6.6147	7.9366	7.0661	5.7549	7.7279	8.8549	8.0112	7.7748	8.7004	6.6724	7.4676	8.6402	7.8455	8.0444	6.9887	7.9307	7.6511	7.9944	7.4919	7.3129	6.8074	8.3531	7.4676	7.4009	6.6147	7.9248	7.8826	8.7039	8.3038	7.0444	7.4757	8.3794	8.2479	9.098	8.585	8.0715	7.7748	7.6221	6.8455	7.4346	7.6511	7.4263	7.7074	7.5925	7.0661	7.7279	7.8826	7.9715	9.1573	7.4676	8.1137	8.1085	7.9366	8.2715	6.9189	7.375	8.098	8.0334	8.4553	7.3399	8.3966	7.5699	7.7074	8.7912	7.6221	7.8202	7.6724	8.0168	7.1599	7.9009	7.5392	8.2288	8.1189	7.9069	7.4757	7.8202	7.1699	7.4757	8.585	8.2336	7.9773	8.3923	8.2432	7.0875	7.7748	8.2668	7.3219	7.9129	7.6294	7.5314	8.1497	7.7004	7.7879	8.1849	7.7347	7.3129	6.7944	7.4094	7.8887	7.7748	8.0715	7.6653	7.9773	7.0661	7.9773	7.4838
PVR	5817	9.0901	10.2491	9.3772	10.5038	10.8525	10.5304	10.2119	10.7723	10.1662	10.4645	10.1948	10.8033	10.0715	10.623	11.9028	11.1453	9.9218	10.9248	11.5821	9.4512	10.1836	9.1215	9.7211	10.7903	10.5622	10.42	10.4115	10.6978	10.8345	9.8918	11.2842	10.0888	9.8642	10.8478	9.8041	10.1293	10.1124	10.3619	10.1849	10.6804	9.4388	11.2015	10.4294	11.1693	10.3663	10.5068	10.1267	10.9204	10.4564	10.2703	10.0293	10.1762	10.5177	10.3641	10.6475	10.3674	10.769	11.4003	10.3859	10.8368	9.3576	9.3794	10.0741	10.2574	10.374	10.2033	10.4305	11.4553	10.6839	11.1592	11.0868	10.1408	9.9513	10.2021	10.5727	10.4157	11.0868	10.8642	10.584	10.1111	9.5469	10.1874	9.5793	10.733	10.2515	10.7731	10.1189	10.4398	10.978	10.5324	10.7065	11.2562	10.058	11.6551	10.1737	9.8265	9.8673	9.3421	10.2167	9.9248	10.4019	11.1674	10.1472	9.7649	10.2992	10.1762
PVRIG	79037	4.8074	2.8074	5.9773	4.9069	5.3923	5.0444	4.3219	4.3923	3.8074	5.6147	4.7549	2.8074	5.1293	4.5236	5.7004	5.2095	5.7004	5.4919	4.0875	4.8074	5.0444	4.5236	5.3219	4.585	5.2854	5.2479	4.7004	5.5236	3.8074	5.1699	5.7814	5.2854	6.1699	4.3219	4.6439	6.1085	5.3219	4.858	5.1293	4.7549	4.3219	4.7549	5.3219	4.7004	6.375	5	5.0444	4.4594	5.2854	5.8826	4.9542	4.7549	6.585	5.8329	5.7004	4.9069	5.6147	5.4594	3.8074	5.0875	5	5.8826	5.1699	6.1497	5.3576	4.858	5.2479	5.3923	5.9542	6.3219	4.7549	6.2095	5.6439	5.7814	5.6724	5.585	4.858	5.3576	6.0224	5.7279	5.2479	4.3219	6.0661	6.1293	5.8826	4.6439	2.3219	5.8826	6.3399	4.2479	5.4594	5.4263	5.5236	5.6147	6.2479	4.858	6.1085	6.5546	3.4594	5.3923	5.5546	5.2095	5.1293	6.1497	3.9069	6.1085
PVRIG2P	101752334	3.4594	6.7549	5.4263	6.1497	4.3219	6.1085	6.0444	7.5622	6	7.4094	5.6439	3.3219	7.2761	5.2479	7.0444	6.585	4	7.3487	6.7004	4.7004	5.858	3.4594	4	7.3038	6.7682	4.5236	6.0444	6.4094	6.4263	7.1997	8.4263	6.0224	7.0553	7.5157	6.3038	7.4009	6.6439	6.9425	3.585	7.1497	4.9542	5.7004	7.4179	7.8265	7.1599	7.0875	6.3923	6.3219	6.9189	7.5078	5.2095	5.5236	7.2384	7.098	6.8074	6.7142	5.9773	6.1699	5.9542	6.7142	5.4594	6.8948	5.2854	6.7814	6.3923	0	7.6795	8.2095	7.6795	7.5999	7	6.4757	3.1699	5.9542	7.0553	6.4919	6.3399	6.8455	7.2854	6.1699	5.9307	5.8826	6.3399	7.4594	7.0112	8.2336	5.5236	6.7814	6.8455	6.7142	6.9773	8.0168	6.585	7.7482	7.1189	6.2095	4.9542	4.6439	7.0661	6.4919	5.9542	7.5078	6.3923	5.3576	4.8074	7.5469
PVT1	5820	5.2095	6.4757	5.8074	6.8826	7.9248	6	6.9189	7.8265	5.0444	5.8329	6.2288	6.5999	7.0875	6.3576	8.1085	6.3219	7.0334	6.0224	6.6582	6.9773	6.1497	4.585	6.3576	6.9069	7.3309	6.5546	7.5236	6.4594	6.4594	6.0661	5.6439	6.7944	7.3576	6.6439	6.4757	6.3219	6.1085	7.3038	6.1898	7.098	6.2668	6.3576	5.8826	7.098	6.1898	7.3487	6.5392	6.3219	7.6865	6.2854	5.7814	6	6.5392	6.5236	5.9069	7.1085	5.4919	7.0768	5.9307	7.5469	5.6439	6.1293	6.5999	6.2288	7.585	7.1293	7.0334	6.2854	7.6294	6.2288	7.8265	6.1699	6.5392	6.2479	7.6294	7.4094	6.7279	6.5236	5.9307	8.0553	6.0875	5.858	6.858	7.1599	6.4757	4.9069	6.8704	6.3038	7.4838	6.3038	6.8202	7.2574	6.8074	6.6865	5.8329	6.3576	6.7682	6.5078	7.6935	6.3219	7.2854	6.9658	6.5078	5.7004	6.2479	7.7482
PWP1	11137	10.7944	10.3487	10.6618	11.1325	10.2574	11.1235	11.0147	10.703	10.9679	10.3343	10.1447	11.4974	10.5078	10.5392	10.4868	10.5038	11.098	10.2538	11.233	11.719	11.0478	11.9748	11.5732	10.8502	10.3253	10.5459	10.5736	11.0668	10.2946	10.988	10.3487	11.1176	10.4594	10.9951	11.3089	10.697	10.7624	10.5981	10.9794	10.4979	11.2258	10.769	10.4939	10.4737	10.7415	10.8556	11.4747	11.0478	10.7574	10.3891	11.1466	11.8106	10.4676	10.2204	10.3004	10.978	10.2923	10.6564	11.5245	10.6891	11.5294	11.4046	10.6742	11.0077	10.8033	11.2033	10.5411	10.3955	10.3095	10.2131	10.4898	10.0251	10.8603	11.1517	10.8321	10.5651	10.6339	10.7707	10.8416	10.7322	12.272	10.6627	10.7855	10.4564	10.584	10.1254	11.2015	9.9099	10.9121	10.207	10.363	10.6627	10.6795	11.1472	10.2562	11.4157	10.8727	11.1755	10.5479	10.6119	11.0815	10.6339	10.7108	10.8865	11.3592	10.6891
PWP2	5822	9.1007	10.0362	9.0251	8.3966	10.1306	9.0112	9.1033	9.7245	8.8673	8.4878	9.5603	9.1573	9.1749	9.2831	9.5018	9.7004	9.4594	9.1396	9.1548	8.3083	8.5661	8.4305	8.2479	8.9571	9.9174	9.5137	8.9744	9.0168	10.0755	8.2668	9.7698	8.5353	8.8948	9.4635	8.9944	9.0848	8.8202	9.4939	9.0848	9.5078	8.5236	8.7108	9.7814	9.6475	8.9099	9.3923	8.0661	8.9009	8.4878	9.3966	8.9887	8.6439	9.3219	9.4533	9.1624	9.0634	8.9129	8.6221	9.137	9.2432	8.2288	8.3487	9.1824	9.3197	9.1674	9.1059	9.6275	9.1948	9.2877	9.2597	9.9084	8.7879	9.7649	8.6546	9.4051	8.8549	9.2216	8.7381	8.9744	8.9218	8.3354	9.4388	9.4242	9.8657	8.5622	9.9039	9.3287	9.9366	9.3399	9.7279	8.9915	9.0279	9.0028	8.9129	9.2432	8.6147	9.3264	8.7582	10.3891	8.676	8.96	9.3815	9.2192	8.3083	8.7582	9.0334
PWWP2A	114825	9.6795	9.3619	9.4818	9.8903	9.3354	9.1649	9.1548	8.8361	9.5981	9.3487	9.5699	9.6221	9.69	9.0741	9.543	9.69	9.0498	9.3332	9.1293	9.4594	9.2432	9.1344	8.8486	8.9009	9.1898	9.6883	9.1396	8.817	9.2831	9.255	9.1241	9.2046	9.3902	9.6202	9.0444	8.8074	9.1497	9.1421	8.9337	9.5196	9.5736	9.5411	9.2119	9.2408	9.7296	8.8455	9.4094	9.3531	9.5372	9.5603	9.1396	9.1523	9.0821	9.6366	9.3015	9.7091	9.5314	9.1137	9.7347	9.3509	8.7977	9.4051	9.4757	9.9469	8.9944	10.0728	9.5392	8.9687	9.0928	9.3151	9.2644	9.0334	9.1523	9.2784	9.7549	9.1972	9.2021	9.6952	9.0417	9.1007	9.2021	9.1624	9.0498	9.7879	9.3576	9.3794	9.236	9.0112	9.2456	9.1189	9.2216	9.6073	9.1293	9.2432	9.3376	9.3038	9.2574	9.3923	9.2715	9.8734	8.817	9.3332	8.9715	8.9454	9.1059	9.6294
PWWP2B	170394	8.633	8.3837	7.5157	8.0928	8.0056	9.0848	7.5622	8.5584	8.6795	7.4676	8.4757	9.4959	7.8138	8.2143	8.0389	8.1344	8.7912	8.388	8.2046	8.1497	7.8517	8.633	7.1396	8.1749	8.2946	8.5196	8.3354	8.4429	9.6917	8.9773	8.0112	8.9425	9.1724	8.9484	8.4635	9.2597	8.7211	7.9944	7.375	7.4919	8.0715	7.6439	7.7879	7.8517	7.375	8.3576	8.5546	8.5546	8.5038	9.5736	9.0526	9.7682	8.4676	9.6528	7.5314	7.7415	8.4471	8.8202	9.1421	7.6935	9.0768	10.1762	8.5699	8.6865	8.1344	8.7814	8.7682	8.6294	8.6036	8.3923	8.2046	8.8392	8.3174	7.8887	8.4878	7.9715	8.2479	8.4512	8.9218	7.8948	9.4798	9.255	8.1799	8.0224	7.8887	7.7944	7.9887	8.224	9.2479	8.858	8.0928	9.0553	9.1396	8.2854	8.7347	8.4635	7.2095	8.2384	9.224	8.2527	8.7448	7.9366	8.9801	7.7004	7.7211	8.683
PXDC1	221749	7.4919	8.1189	7.5314	9.1396	7.4512	7.1085	8.2761	6.9069	6.0661	8.9189	6.7004	7.7074	7.3129	7.9129	8.224	7.3309	7.6073	7.7211	7.6221	7.6935	7.8455	8.1085	8.9337	8.8361	8.1189	8.0553	6.7279	7.3038	7.2384	7.6653	7.3487	8.0498	7.4009	6.3576	7.1189	7.4179	8.4051	7.8765	8.7313	7.0224	8.1189	7.3576	7.9129	7.2761	8.3794	7.7814	7.8826	9.4574	8.7279	9.137	8.0607	9.543	8.5392	8.0168	9.3576	9.0056	8.5353	7.6724	8.611	8.7074	8.3083	9.3332	8.5469	8.2621	8.3966	8.5469	8.1293	7.6795	7.6294	8.611	8.2336	8.7381	7.3399	8.3309	7.5157	7.2288	8.3443	8.4512	8.3837	7.2095	8.9658	8.7944	8.2432	8.0875	8.4594	8.8234	7.5078	6.9542	8.4717	8.8826	8.0768	8.5661	8.3794	8.4471	8.4757	8.1849	9.0471	8.9039	6.7415	7.6366	9.1699	7.7682	7.6724	8.3354	9.4325	8.5699
PXDN	7837	11.0868	10.2324	9.8704	8.4305	10.1072	8.4094	8.7715	9.0334	8.2715	11.3886	10.6751	9.7764	10.8202	11.7461	10.2562	10.9337	10.2854	10.236	9.983	7.585	7.4676	9.3421	9.7582	8.7616	10.255	10.4635	7.8265	9.1599	10.6839	8.1033	8.0928	9.2854	9.4898	8.3923	8.1241	8.0607	9.0389	8.7039	10.0634	8.9039	8.3966	8.9069	8.5392	9.3061	9.697	9.3554	8.4798	8.3309	8.1599	10.5018	8.4676	9.8009	10.0084	10.6393	10.7715	9.8408	11.9491	8.8857	8.9425	9.7194	8.2046	8.8392	10.128	9.9958	9.1674	8.4798	9.8471	9.0688	10.2597	11.4131	11.3376	11.3387	9.7797	8.8074	8.375	9.1421	9.9204	9.7108	8.8234	8.6257	8.4838	10.7168	9.3619	9.6636	10.0967	9.4009	7.9425	10.7969	8.7748	10.1636	9.1874	9.5584	8.9744	9.69	9.2621	8.8074	10.4221	8.9039	8.2854	7.8138	9.3487	8.1948	8.0768	10.2204	10.3365	10.0848
PXK	54899	8.4512	9.0768	8.9801	9.4115	8.4757	8.5622	8.8978	9.0084	8.0279	9.4615	8.6618	8.3264	8.2527	8.6036	8.5469	8.6689	8.1599	8.8765	8.9218	8.2336	8.3083	8.1599	9.1319	8.3619	8.7313	8.098	8.611	8.8704	8.6475	8.8297	8.4512	8.3129	8.6073	8.3309	8.3309	8.5584	8.6294	8.0444	8.8392	9.2923	8.7448	8.9629	8.9715	8.9218	9.2923	8.4919	9.3197	9.0168	8.96	8.6511	8.5999	8.4051	8.9129	9.0389	8.4959	8.3966	8.9129	9.0196	8.8673	9.0168	8.3083	9.2432	8.9801	8.5962	8.8796	8.6439	8.5078	8.5699	8.7748	8.5392	8.3576	9.1319	8.4878	8.7211	8.8486	8.8857	8.7279	8.9337	8.4959	8.4798	8.5196	8.543	8.4094	8.7781	8.5774	8.7944	8.2808	8.375	8.8765	8.5507	8.6689	8.8611	8.9454	9.0768	9.1267	8.2992	8.9484	8.8765	8.5546	8.9513	8.633	8.676	9.1849	8.7211	8.7142	8.5196
PXMP2	5827	8.6795	8.7582	8.4676	8.6475	7.6073	9.058	9.5527	9.3465	8.8611	6.4594	8.4676	9.0741	8.6147	7.8765	7.2479	7.6073	8.5584	8.2046	8.1396	9.2877	9.3772	10.062	8.8918	8.9009	8.3794	8.5353	9.1007	7.7211	8.0444	8.6147	8.5353	9.5622	9.1241	9.2167	9.5507	9.1548	8.7846	8.69	7.8517	8.4388	9.1699	7.858	8.8642	8.7649	7.8392	9.3015	8.5392	9.3945	9.5255	9.0417	9.9189	9.6421	8.2432	9.7313	7.5546	8.7482	7.2668	7.8455	10.1898	8.7977	9.2143	9.2143	9.058	8.9218	8.6439	9.3815	8.8611	7.9069	7.7142	7.8265	7.9887	8.4388	8.5157	8.388	8.3487	8.6865	6.9307	8.2574	8.7448	8.7715	9.2216	9.6055	8.8234	8.2384	8.2854	8.7781	9.4939	8.3083	8.9189	8.7313	8.7211	7.9944	8.8361	8.3707	8.8074	9.8857	7.7279	8.3487	9.2119	9.5236	8.375	8.5353	9.3242	8.7142	8.8486	8.5078
PXMP4	11264	8.8611	9.7649	8.9248	8.9744	8.9366	8.5507	9.8218	9.4717	8.8297	8.9307	8.2761	8.3531	8.29	7.2192	8.7781	9.2192	7.9484	8.683	8.9858	8.7616	9.9454	8.4757	7.7279	9.2969	9.7814	8.1189	8.2621	8.3443	7.5314	7.7944	8.8549	8.0928	8.8857	8.3309	8.5236	8.9915	9.1849	9.8041	8.9218	8.8202	9.0795	9.5774	9.1898	8.5118	8.4878	9.7245	8.4346	9.4615	9.6073	8.4959	7.7682	8.4305	9.8106	7.8074	9.0553	8.8138	8.1749	9.0634	9.3945	9.3376	7.6294	8.6294	7.8138	8.0715	9.5392	9.2479	9.2527	9.3354	8.5507	9.0901	9.3945	8.6402	7.4429	8.2288	9.1997	9.7863	8.5469	8.4998	8.4959	9.6147	7.9773	7.9715	7.8948	9.5353	9.1137	9.1997	9.7993	7.8517	9.0498	8.7781	9.1573	9.1948	9.2668	9.1033	8.7944	8.1749	8.0715	7.8765	9.3663	8.5812	8.7142	8.6689	9.4221	8.0389	9.3264	8.5469
PXN	5829	10.7151	10.6348	10.421	10.8634	10.6092	10.7415	10.2288	10.9665	10.668	11.0546	11.5817	10.3015	9.8857	11.5531	11.2378	11.1649	10.764	11.207	11.4993	9.1163	9.8811	9.4367	10.6211	10.8345	11.4173	10.8049	10.722	11.056	12.3404	10.2574	11.2819	9.9773	10.9359	10.7993	10.1624	11.178	10.1176	10.8416	11.0532	11.0761	9.783	11.0437	11.2372	11.0403	10.6715	10.3487	9.2831	10.3015	10.7254	11.412	9.9858	10.6092	10.9622	12.7123	11.0788	11.1805	11.527	10.5157	10.1459	10.5245	9.7415	10.6591	10.6284	10.6777	10.2204	9.9159	11.2348	11.2866	11.1898	11.3955	10.9484	11.2228	11.6069	10.4305	10.3454	10.6339	11.0802	10.7039	10.5774	9.7863	10.0307	11.6046	10.4939	11.2773	10.5353	10.927	10.3185	11.9084	10.4284	11.5718	10.4635	10.3509	10.388	11.1892	11.2461	10.5868	10.6926	10.0674	11.1984	10.5727	10.3977	10.9701	10.3837	10.6502	10.1874	10.7532
