Hugo_Symbol	Entrez_Gene_Id	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
PXN-AS1	100506649	5.1293	4	4.7004	5.1293	4.5236	5.2479	5.3576	5.7814	5.4263	4.7004	3.1699	6.1497	5.3923	4.5236	5.3219	5.3219	5.585	4.1699	5.5236	5.9307	6.1699	6.3038	4.3219	4.858	5.1293	4.7549	5.4263	5.6439	4.3219	5.7549	5.5236	5.9307	5.1699	5.8826	5.9069	5.0875	5.7549	5.6439	4.9069	5.5546	5.1699	4.5236	4	5.7549	4.1699	5.9542	5.5546	5.4263	5.585	5.1293	5.9069	5.2854	5.0444	5.8329	5.3923	4.9069	4.6439	5.6147	5.8074	4.9542	5.5236	4.858	5.0875	4.0875	5.2854	6.0444	4.8074	5.3576	4.4594	4.858	5.0875	4.9069	4.7549	5.5236	5.0444	5.5546	4.858	4.9542	5.1293	5.7814	5.7814	4.9069	5.5546	5.0875	4.585	4.6439	5.7004	5.1699	5.9773	5.3923	5.5236	5.4263	5.0875	6.0444	4.3923	6.1293	4.858	5.0875	4.9542	5.8329	5.0444	5.7004	5.1699	4.585	5.7549	5.6147
PXYLP1	92370	8.0444	8.2336	9.1189	9.6055	8.7279	8.29	9.2336	9.0875	9.4512	8.8918	9.2264	8.9513	9.2119	8.4553	8.3794	9.1472	8.29	8.7944	9.5333	10.0014	8.8857	9.0715	8.585	8.8734	8.5275	8.7944	8.5118	8.7549	9.1749	8.8948	9.0084	9.6239	8.9099	9.4115	8.9629	8.7482	8.6865	8.8138	8.7582	9.0954	9.6777	9.0498	8.6546	9.6564	8.6073	9.0168	10.0782	8.8329	8.7515	8.0444	8.5699	8.6439	8.0389	8.3264	8.4757	8.4878	9.1724	8.8009	8.4878	8.8392	8.3264	8.2143	8.9129	8.3576	8.9218	9.1849	8.3264	9.1497	8.8138	8.7515	8.5622	8.4512	8.8265	9.2021	9.1007	8.9715	8.8424	9.2715	8.2192	9.5793	8.8796	9.0741	9.2046	8.5157	9.1059	9.5255	9.3015	7.1396	8.4757	8.7004	9.4429	9.388	9.0334	9.0954	8.29	9.0954	9.6546	8.676	9.1319	9.0498	8.6221	9.1319	9.1898	8.9159	9.1137	9.0498
PYCARD	29108	9.1111	9.9571	8.7415	8.1085	7.8765	9.8857	9.7863	9.5925	9.6457	8.7448	8.2046	8.3174	8.4757	9.1874	9.4094	6.5392	9.3129	8.4346	8.0768	8.6073	9.683	8.9366	8.7177	9.2095	9.0028	8.1033	9.944	7.3399	7.4998	9.6165	9.4094	8.9915	9.3242	10.1344	9.9629	9.3531	10.3015	9.2574	9.2312	8.4512	9.1421	8.3837	9.3083	9.3923	9.5236	9.2946	10.0098	9.388	9.4388	9.2192	9	10.0485	9.5812	9.6294	8.1344	8.5962	8.6366	8.5699	9.8345	8.3576	9.0112	9.858	8.9542	10.5622	9.0084	9.5603	8.9715	8.9396	9.1824	9.3287	8.8611	9.1421	8.7142	8.7381	9.2503	9.4242	8.1599	8.0112	10.0526	10.2668	7.7616	9.3685	8.6511	10.1485	10.1762	9.2923	9.6129	9.4553	10.5333	8.7781	8.7814	9.1344	9.6493	8.3794	10.062	9.5078	8.224	9.7211	9.1699	9.2456	9.973	9.1085	8.8642	9.1497	9.1874	9.8074
PYCR1	5831	9.6618	11.7781	10.6156	9.9687	10.6073	11.6064	11.6799	11.6506	11.6587	9.3837	10.7048	11.6138	11.4126	10.9629	10.7781	10.9418	10.9571	11.7777	10.8796	11.4584	11.5522	11.8514	10.6926	11.3756	10.5971	11.4883	11.5656	11.3498	11.4014	11.1774	11.2473	11.719	11.0168	11.7748	11.9751	11.7009	10.8098	11.5703	10.6528	10.4252	10.858	10.8849	10.9307	10.8009	10.445	11.2378	11.4035	11.5531	11.6348	10.6165	11.7061	11.5498	11.1799	10.858	10.683	11.5028	9.9024	11.1491	11.7394	11.0566	11.638	10.4325	11.4833	11.3783	11.0042	11.1176	11.0775	11.0423	10.9129	10.9476	11.4564	10.4625	10.8009	10.7465	11.0888	10.9629	10.6786	10.1997	11.0875	11.0607	11.431	11.5221	10.4136	11.204	10.6707	11.0231	12.1586	10.2935	12.1966	11.5023	11.1196	10.3061	11.3537	10.4502	10.6952	11.7545	10.7296	10.6865	11.6262	11.1472	10.9894	10.9887	10.9801	10.3083	11.0203	10.4009
PYCR2	29920	9.3966	9.7616	9.5641	8.8978	10.23	10.4988	9.8345	10.1202	9.4491	9.3509	9.3531	10.043	10.0403	10.0795	10.1189	10.0967	9.9484	10.1935	10.363	9.0795	9.0607	9.6036	9.2668	10.2808	9.445	10.1306	10.0808	9.6582	9.6475	9.9337	10.0875	10.2432	9.3859	10.0389	9.7296	9.7715	10.1447	9.8549	9.4676	9.5793	9.2095	9.7004	10.1935	9.3264	9.445	9.4325	9.098	10.1396	9.8009	9.7279	10.1898	9.8313	9.8918	9.236	9.6653	10.0553	10.4357	9.7731	9.8439	9.9773	10.5068	9.3083	9.4221	9.5943	9.5622	9.8138	9.9571	9.8903	10.0348	9.9672	9.9159	9.5812	9.9744	9.4757	9.6055	9.5999	9.8313	9.5038	9.6275	9.8642	9.4939	10.0498	9.9787	10.0967	9.8734	10.224	10.2119	9.9396	9.817	10.3026	9.7879	10.5392	9.6257	9.543	10.0444	9.8297	9.3197	9.5098	9.8025	9.7977	9.1948	10.1033	9.6917	9.3531	9.6202	9.5255
PYCRL	NA	7.3129	9.1849	7.1396	7.0112	9.4798	8.7879	9.3421	9.0112	8.2761	7.4998	7.0661	8.4346	7.5469	8.8265	9.1649	7.5622	7.8392	8.5812	8	9.0715	8.1997	8.9396	8.4635	7.3399	7.5157	8.0928	8.6073	7.9658	8.697	8.1033	8.4717	8.6221	8.7415	8.6221	8.9307	8.8361	8.1293	9.5294	8.4094	7.5999	7.2761	8.8455	7.1396	9.1344	7.6073	9.5469	8.8549	8.1548	8.96	7.7415	8.5118	8.3129	9.388	8.5469	7.6073	8.3531	7.4838	8.8455	8.6257	8.9944	8.2095	8.2574	7.8704	8.5196	9.3837	9.697	9.5411	8.9278	8.69	8.1948	8.8948	7.7682	8.7582	7.8704	9.4553	8.3443	7.983	7.4429	8.7616	9.5812	8.585	8.5078	8.4757	8.8486	8.0661	8.9159	9.1267	8.5699	9.0417	7.0875	9.098	8.5736	8.1344	8.2668	6.7682	8.9425	7.3309	7.8517	9.3966	7.7279	8.9571	8.5999	8.29	7.2761	8.6653	8.7039
PYGB	5834	12.7618	14.578	11.896	12.2533	13.877	12.8222	12.9401	14.8124	11.0748	11.5396	13.209	11.7871	12.1023	12.5297	11.6519	12.2831	12.9546	11.464	12.3443	12.0855	13.2374	12.4163	11.5831	13.0583	14.2975	12.3146	13.1023	12.9381	14.7506	13.7299	14.7012	12.4635	13.2943	11.9979	12.2909	13.074	14.2418	13.5424	10.9979	12.464	11.6667	12.6981	14.31	11.8842	13.0381	13.1291	11.1687	15.6652	13.1724	11.6861	12.2874	12.7715	13.7174	13.6037	11.9564	12.4062	12.2615	11.5033	12.6452	13.6188	12.8299	13.0926	11.7948	11.3971	14.394	12.2378	14.7648	13.9098	11.4268	13.5878	12.8611	13.7708	12.2252	12.4338	12.758	14.1384	13.4026	11.7022	12.1917	13.5709	11.4284	13.1701	11.1941	12.7048	12.2871	13.9792	12.0154	11.6799	12.2779	11.2656	11.1491	11.7928	14.4985	11.2662	13.744	12.3318	12.874	11.3004	13.7001	13.8051	12.2618	13.0493	15.0859	12.1765	11.7636	11.1453
PYGL	5836	11.7694	10.1523	9.5507	8.7415	9.8903	10.3163	8.224	9.8106	10.014	9.3399	8.9687	7.0112	8.0168	9.7912	9.7262	9.1421	9.3264	9.8074	9.388	8.5999	7.9658	9.4696	10.2503	7.8329	8.2095	8.9454	8.5314	10.7296	12.2064	8.0334	9.9381	11.0921	10.1189	7.0553	10.5275	8.8673	9.2715	7.2854	9.3859	9.9189	8.0553	10.3761	9.6055	10.4929	9.676	9.7482	7.3487	7.2384	8.2192	8.2621	8.3576	9.716	8.4471	8.6546	10.2288	11.2533	9.1163	9.0056	7.1699	8.1898	9.4696	7.9944	10.0768	9.1649	8.611	6.8455	10.2981	8.0553	10.8273	8.4757	10.3542	9.6421	10.1485	8.3966	8.2854	8.6511	9.5774	9.3309	8.9801	9.9366	9.1523	10.4878	11.4969	9.3106	8.8361	9.8826	9.6348	8.5887	9.5527	10.5372	8.683	8.9129	9.2715	10.952	9.1548	9.733	10.4168	10.7773	10.8122	9.2969	8.5314	9.4676	8.0607	10.9715	8.5925	8.9484
PYGO2	90780	9.5887	9.6366	9.2644	8.7649	9.6582	9.5831	9.1421	8.9773	9.0901	9.2192	9.5962	9.0928	9.6777	9.4179	9.6493	9.9801	9.4263	9.6812	9.6475	8.5196	8.5196	8.4009	8.5275	9.0417	9.1189	9.3945	9.5255	9.0526	9.9556	9.4346	9.6511	9.0168	9.2923	9.7448	8.6294	9.585	9.236	8.9366	8.9218	9.633	8.9887	9.0112	9.5177	9.1948	9.4676	8.7482	8.2761	8.7715	9.0526	9.3945	9.2312	8.3794	9.4284	9.7912	9.2715	9.5812	10.2336	9.2644	8.8297	9.0607	8.9801	8.9484	9.0168	9.5906	9.2192	9.137	9.4778	9.8218	9.7228	9.6202	9.7895	9.2288	9.2408	8.7381	9.2095	9.1215	9.0848	9.2119	8.8329	9.3815	8.5078	9.0875	9.5774	9.4798	8.9858	9.1824	8.8796	9.5546	8.8857	9.7649	9.4157	10.1434	8.8549	8.7142	9.5216	8.6724	9.5294	9.2808	9.1749	9.1649	8.6475	9.7056	9.0634	8.96	9.098	9.0307
PYHIN1	149628	6.1497	3.1699	7.7549	5.4263	5.7004	5.6147	4.9542	3.585	3.7004	6.0661	5.1699	4.3219	4.7549	5.2479	3.585	6.0444	6.8704	5	5.1699	6.1085	6.4094	5.9542	6.8329	4.4594	4.3923	4.5236	5.6439	6.1699	4.0875	6.375	2.8074	5.7279	6.1293	4.1699	5.1293	6.5699	6.1497	4.3219	5.3923	4.6439	5.4919	5.4919	6	4.9542	6.4429	4.858	6.0444	5.0875	6.6439	6.1085	5.9069	5.4263	6.3038	6.0875	5.4594	5.1699	5.3923	6.4263	5.3576	5.585	7.1396	5.6439	5.7004	7	6.1898	5.2479	4.9069	3.585	6.3399	5.5236	5.0444	6.4263	5.9069	6.5078	5.4919	5.7004	5.3576	5.1699	6.0875	6.0875	6.9773	5.1699	7.2946	6	5.8329	3.585	3.3219	6	5.2854	4	5.7549	3.8074	6.3219	5.4263	5.7549	5.7279	6.2288	7.585	2.8074	6.4429	5.6724	4.9069	5.9542	7.7748	7.2384	5.9069
PYM1	84305	9.0279	8.3354	8.9099	9.1111	8.8074	9.7566	9.2143	8.3663	9.9381	8.1699	8.9069	9.7448	8.7748	9.3487	9.058	8.7846	9.6184	8.8297	9.4073	9.5641	8.8704	10.3298	9.7142	9.4284	8.1799	8.8673	9.0741	9.4553	8.0768	9.1007	9.2854	9.1997	9.0168	9.8106	10.2095	9.8455	9.0498	8.5887	9.2432	8.9542	9.4471	8.5118	8.6689	8.7944	8.4512	8.9248	9.6952	8.9454	8.9858	9.2621	9.7381	9.7912	8.7781	9.0028	8.7039	9.1699	8.6653	8.1749	9.4717	8.7912	9.676	9.375	9.0553	9.7194	8.7781	9.8811	8.8673	8.5392	8.9658	8.8796	8.1497	8.5392	9.6546	9.3354	8.7977	8.9484	8.6147	9.3264	9.5314	9.0661	10.1749	9.733	8.8549	8.8826	8.9069	8.4553	8.9801	9.3487	9.7262	8.9218	8.9513	8.9915	8.6475	9.3465	8.7549	9.7091	8.7074	9.4778	9.1874	9.1059	9.3465	8.8796	8.9658	9.1923	9.9263	9.2574
PYROXD1	79912	10.5906	8.4919	9.4533	11.0634	8.8392	10.5245	10.0403	9.6475	10.4757	9.6312	9.5793	10.4707	9.4979	9.6493	9.1799	9.6952	10.1331	8.9454	10.1111	10.7822	10.8549	11.0587	10.9121	9.4635	9.683	9.5831	10.2866	9.2095	8.8074	10.5784	9.3106	10.4969	10.0084	9.9643	9.8074	10.3287	9.683	9.8313	10.5469	9.3287	10.9069	10.403	9.0279	8.7279	10.0607	9.9758	10.3354	10.5962	10.4094	9.3509	10.6008	10.5479	9.3815	9.7515	8.8918	9.9469	9.5275	9.676	10.6671	9.3242	10.9823	10.5736	9.8842	10.0993	9.4263	10.3174	9.1319	9.1972	8.2808	9.2216	9.4635	9.3641	9.817	10.2819	9.4157	9.8424	9.8502	10.1923	10.3869	9.2691	10.8603	10.4808	9.3129	9.8704	9.825	9.7616	10.3049	9.6707	9.1749	9.3987	8.96	9.697	9.8025	10.5196	9.7912	10.8819	9.7797	10.2046	9.0307	9.5641	10.6751	10.1699	10.8734	9.9469	10	10.3837
PYROXD2	84795	6.1293	7.2095	7.3219	5.4263	3.7004	5.0444	5.7279	5.2095	8.0768	6.0444	6.0224	5.4263	6	6.585	6.1699	5	5.9307	5.9307	5.0875	7.6147	6.5699	7.2761	6.3923	5.5236	5.4594	7.6073	7.2668	3.7004	7.1396	4.5236	4.0875	5.585	5.8074	5.8074	5.9542	7.0112	4.5236	5.585	6.7279	6	5.858	6.5078	6	6.4263	5.4263	6.1898	5.0875	5.7549	4.7004	5.8329	6.5699	6.2479	5.6147	6.4757	6.3399	5.6724	6.9069	6.4594	6.7142	6.2479	7.6147	4.9542	7.1997	6.6582	6.3923	4.6439	5.2095	6.8202	5.3219	5.7549	6.3399	5.5546	7.3576	4.4594	6.9307	6.1085	5.6724	6.4263	7.6724	4.5236	6.3219	5.585	4.3219	3.8074	6.3923	6.7814	4.7004	7.7748	5.3219	8.3399	6.5999	7.1799	6.6724	5.8826	6.5546	4.1699	6.4594	5.3219	4.858	4.858	5.1293	7.4757	6.8329	5.0875	6.8948	5.9773
PYURF	100996939	10.3859	10.128	9.8657	9.4594	9.3443	10.0741	10.5584	9.733	10.2668	9.4491	9.4635	11.2155	9.8673	9.9787	9.3219	9.7177	10.3815	9.1085	9.1674	11.3371	10.5469	11.6425	10.2046	9.8408	9.5906	9.7313	9.796	9.4305	9.2384	10.5953	9.9322	9.7599	9.5314	10.4635	10.8345	10.1176	10.6257	10.0728	9.8376	9.8138	10.4868	10	9.8704	9.5925	9.9054	9.611	10.4553	10.5275	10.1306	9.8408	10.7254	10.3794	9.7245	9.5718	9.6384	9.7846	8.9337	9.858	11.2246	10.1319	10.6046	9.9114	10.1523	10.2981	10.2432	11.117	9.0688	9.9527	9.5906	9.3129	9.5333	9.0795	9.5098	10.3015	10.1699	9.6847	9.7682	10.058	10.5651	10.4378	11.1743	9.6917	10.3987	9.8057	9.983	9.7863	10.8486	9.3287	10.4696	8.543	9.207	10.032	10.2935	9.4429	9.7056	11.0375	9.8329	10.4325	10.1163	10.2923	10.1319	9.9873	10.2703	10.0755	10.6257	9.3794
QARS1	5859	12.5418	12.6845	12.9582	13.1632	12.7432	12.3471	12.7136	13.1641	12.6662	11.8576	12.4006	11.556	12.6587	12.0637	12.702	12.6373	12.3376	12.4714	13.049	13.2639	12.1364	12.0046	12.1991	13.1074	12.4011	12.5258	13.0326	12.2509	11.7826	12.1892	12.1855	12.8711	12.7058	12.5653	12.4643	12.9363	12.4966	12.7419	12.3166	12.8729	13.1881	12.4083	12.7985	12.6569	12.4584	12.6656	12.6965	12.95	13.0257	11.9425	11.5613	12.3674	11.8906	11.956	12.5939	13.0429	12.2049	11.8884	11.7973	12.4202	11.412	12.7147	11.6944	12.3778	12.3619	12.2354	12.7015	12.3786	12.3945	12.0331	12.3617	12.3786	12.1864	12.4152	12.9307	12.3961	12.3934	12.9235	11.7266	12.463	11.5033	12.211	12.5481	12.2639	12.2903	12.3845	12.9694	12.8382	12.5299	12.8527	12.4612	13.1994	12.7147	12.3883	12.9189	12.7566	12.4702	12.4599	12.6933	12.7459	12.0485	13.0674	12.5447	11.8553	12.3261	12.218
QDPR	5860	8.8887	8.9571	9.1033	8.5196	9.0848	9.2119	9.6402	9.1799	9.4594	8.5699	9.388	9.9024	9.3685	9.224	9.0168	8.8642	8.9658	9.0444	9.3061	9.796	8.3399	9.4717	8.6795	9.0307	8.9484	9.1972	8.9396	9.2784	8.6795	9.3707	9.7863	9.1724	9.207	9.9858	9.7797	9.1523	8.9337	8.6036	8.8138	9.6511	9.4574	9.716	9.0901	8.9944	9.3106	9.6221	9.3399	9.6184	8.9129	8.9484	9.5622	9.014	9.6129	8.2336	9.2946	7.9129	8.1293	8.3399	9.5981	9.42	9.1972	8.6511	9.4221	9.875	9.3015	9.4242	9.388	8.7616	8.5118	8.8549	9.3106	8.9218	9.0741	8.9009	8.9801	8.5236	8.6653	8.7515	9.3015	8.9944	9.3772	9.4757	9.2621	9.2644	8.5314	8.9629	9.7398	8.8329	9.4367	8.1344	8.6724	8.6724	9.0498	8.9658	8.585	9.2992	8.4838	9.0498	9.8281	8.8106	8.8673	8.9009	9.207	9.0634	8.8041	9.5411
QKI	9444	10.29	8.8041	10.6978	9.3197	9.7649	8.9944	9.7296	9.1599	8.3174	11.6622	10.0251	9.5736	9.8154	10.5362	9.8963	10.1111	10.3542	10.275	9.4242	9.3685	9.4471	9.9901	11.3696	10.1712	10.1548	10.2216	9.2946	9.4409	8.9366	9.8486	8.3264	9.9844	9.5527	7.8074	8.5314	8.0928	10.1176	9.9556	10.6475	10.098	9.8234	10.2946	9.5058	9.3264	10.314	9.7515	9.8281	10.0875	9.3174	10.2467	10.2264	10.567	9.7432	10.5755	10.6119	9.9801	10.8963	9.6402	9.3264	10.2119	10.1228	9.6847	10.865	9.7108	10.2058	9.9159	9.0848	8.0768	10.0795	9.8872	9.9498	10.6724	10.1536	10.5147	9.7262	9.8392	10.8872	10.4357	10.8502	9.4242	10.9181	10.6786	10.8978	10.4878	10.4252	9.5157	8.7039	9.6202	10.0375	9.66	9.8376	9.7846	10.6402	9.9352	10.2538	9.8329	11.3061	11.2186	8.9887	9.3264	10.6546	9.7632	9.3354	11.1079	10.5594	10.0808
QPCT	25797	8.7004	10.0993	10.1497	10.9787	6.585	8.2527	11.3421	6.1497	7.2095	8.7549	7.0768	10.9226	5.7549	8.0112	10.4252	6.2479	8.3576	9.7482	9.7977	10.8146	9.8887	10.0553	8.8392	11.128	10.4878	9.7381	7.3399	6.5546	8.8297	9.8154	9.4959	6.9069	6.858	9.7074	9.0334	10.0389	9.7074	10.6724	8.4959	10.2192	11.9125	9.2854	9.3015	10.9929	9.3015	9.8533	9.7313	10.0251	10.446	10.9622	9.9189	10.9929	9.1749	9.2095	9.9556	9.4737	10.0941	9.8611	9.4429	10.1254	9.8138	10.032	8.4471	7.8074	7.9366	9.4939	7.1799	8.5078	8.7944	8.7879	7.8265	7.1799	9.3083	10.115	9.9263	9.8025	9.3421	11.2837	9.3309	8.7944	8.4635	8.7912	7.7549	8.1189	10.3772	10.5897	9.0498	8.1699	9.6366	8.4388	9.7074	9.375	10.1599	8.2095	9.5641	10.5206	9.9218	8.7715	8.2574	12.0095	9.8857	9.9527	11.2258	8.6036	9.7279	9.0307
QPCTL	54814	6.6865	7.9773	7.4009	7.4179	7.4838	7.6935	7.9944	7.8765	8.2192	7	7.585	7.3129	7.5925	8.1599	7.4009	8.7074	7.2946	7.9658	7.4512	8.1293	8.8642	8.1241	7.0875	7.5078	8.1548	8.7781	7.7074	7.3309	7.9069	7.8202	7.5392	7.4919	8.0498	8.4798	7.2095	8.0661	7.8765	7.7142	7.5699	8.1396	7.7004	7.7748	8	8.7944	7.0875	8	7.4594	7.8765	8.0389	7.2384	8.0607	7.1497	7.5774	7.983	7.9189	7.9484	7.0112	7.2192	7.585	8.1447	7.0875	6.8948	6.8455	7.6221	8.1137	7.4594	7.8202	8.2854	7.4512	7.8642	7.9366	7.0224	7.4838	7.9009	7.6294	7.5236	7.6724	7.0444	7.3129	7.5774	7.2761	7.585	8.0168	7.6221	7.0224	7.983	7.8392	7.7074	7.7549	7.8009	8.0224	7.6147	7.8948	7.9069	7.6073	7.6147	7.1293	7.0661	8.1137	7.9307	7.2192	8.0279	7.4838	6.8329	8.0168	6.9189
QPRT	23475	10.2046	11.7121	8.7515	7.1799	10.1898	7.6073	11.7883	11.5182	6.2854	9.9929	6.8704	12.4388	8.1649	7.3219	11.2627	11.183	8.585	10.2656	10.5507	9.5906	10.952	8.7448	9.6184	12.4385	10.9344	9.5565	10.2969	6.5392	6.5392	9.1137	12.4297	6.9542	10.3794	10.4898	10.4949	10.8603	12.3979	11.3292	11.3691	11.06	11.23	11.0901	10.0224	10.1898	10.4471	11.4142	9.8719	11.7582	11.3371	9.4136	6.4594	11.4126	12.0227	6.1898	10.23	7.7748	10.7091	11.218	10.8549	10.4959	9.4939	10.6284	7.7074	7.1293	11.3247	11.3437	10.9151	10.8819	8.0334	8.697	9.4388	10.1984	7.6294	9.2808	11.7703	11.9629	10.1935	10.4605	7.9542	12.0815	8.3837	8.1497	7.0444	11.279	10.9951	12.1592	9.9887	6.2668	11.3756	8.2288	11.2866	11.2479	11.6115	9.5527	10.7624	9.8439	8.4959	9.8502	11.0182	9.8138	10.3287	10.6257	11.0293	8.0928	10.8727	8.4635
QRICH1	54870	10.3309	10.3815	10.2288	10.4019	10.4878	10.3231	10.0417	10.0954	10.2703	10.4757	10.5459	9.9174	10.2773	10.3287	10.3945	10.7039	10.1072	10.7048	10.4429	9.3794	9.3509	9.8313	9.7482	9.8265	10.3421	10.2586	10.4041	10.2969	10.7125	9.8074	10.3674	9.8074	10.2784	10.6944	10.032	10.0928	9.9542	10.0888	9.9816	10.3977	9.817	10.4378	9.9858	10.3004	10.218	10.1898	10.374	10.0458	10.2866	10.2538	10.2479	9.7432	10.5314	10.7632	10.446	10.4959	10.7773	9.7993	9.9972	9.9787	9.7879	10.0098	10.2656	10.4686	9.9381	10.2396	10.3783	10.4707	10.3783	10.5755	10.4939	10.5078	10.4656	9.8533	10.0553	10.2586	10.3696	10.388	9.8796	10.1472	9.7993	10.2082	10.2155	10.6193	10.0875	10.545	9.9469	10.7406	9.9672	10.7237	10.5488	10.5048	9.9513	10.6248	10.4605	9.4757	9.9629	10.043	10.0928	9.6742	9.9204	9.9263	10.0084	10.062	10.2923	10.5226
QRSL1	55278	10.2562	10.4959	9.6883	9.8673	10.643	9.9144	10.2046	10.0224	9.5925	9.7599	9.7415	9.8642	9.1774	9.3061	9.7347	9.8704	9.7039	9.7616	10.1176	10.0182	10.5934	10.4553	9.7004	10.0498	9.3772	9.4717	10.567	9.6952	9.1523	9.6952	10.2854	9.796	10.0848	9.941	10.3129	10.043	9.8688	9.7398	10.1137	8.9039	10.4878	9.9352	10.1124	9.5157	10.3498	9.9816	10.8994	10.6537	9.4998	9.5507	10.314	10.0168	9.4919	9.0056	8.7279	9.1948	9.0417	9.8218	10.7305	10.1319	10.2515	10.5641	9.6582	9.7665	10.3955	10.3966	9.7748	9.3106	9.7313	9.1599	9.875	9.0389	9.3837	9.0498	10.268	9.6935	9.7863	9.5157	9.6689	9.633	10.3174	9.5333	9.983	10.0607	9.5999	10.1911	10.3163	9.6689	10.1636	9.5196	9.5411	9.9381	10.0539	9.7928	9.8202	10.1215	9.4325	10.2761	10.4666	9.6457	10.3608	9.9469	9.66	9.6348	9.6493	9.6812
QSER1	79832	10.0901	10.1344	10.1072	9.1674	9.4717	9.5925	10.0526	11.1948	10.0389	10.8273	9.5177	10.4818	9.8345	10.1137	10.5981	11.2992	10.9513	10.8719	10.3554	8.7245	10.2796	9.6421	10.1072	9.7381	10.6303	9.2527	10.6627	11.1222	11.0091	10.236	10.0028	10.697	10.4221	10.007	9.9307	9.2167	9.9099	9.9204	10.014	10.3794	10.1774	10.3912	10.7305	10.6618	10.8541	9.8313	9.66	10.1774	10.568	9.8345	10.6439	9.6528	9.7616	10.2527	10.7185	9.0471	10.8588	10.584	9.5774	10.6393	10.7879	10.3163	10.6546	9.6439	9.9958	9.5372	9.9773	10.4398	10.5108	10.2923	10.5275	9.8424	10.1599	10.5118	10.7004	10.4491	10.4635	10.2784	10.6393	10.9929	9.8265	10.1662	10.5727	10.7279	10.4767	10.3565	10.599	10.3465	9.4656	7.9307	10.6184	9.6618	10.1737	10.3026	9.9858	9.941	10.6519	9.4979	10.6777	10.9542	10.6339	10.9454	10.5565	10.4939	10.0196	10.446
QSOX1	5768	12.1693	11.3767	10.7773	11.7074	11.0334	13.2619	10.275	11.3761	12.3239	10.9106	13.0039	10.4615	11.7985	13.0599	11.4215	11.5343	11.0119	10.8834	11.4455	9.809	9.6636	11.0835	11.1072	10.2408	11.2033	12.5174	12.6246	11.9009	13.7864	10.9593	11.9088	11.2732	10.9491	11.3971	11.6239	11.2992	10.4656	10.7013	11.4686	12.062	10.8788	10.446	11.3891	10.93	10.3083	10.9801	9.8186	10.6119	10.1586	12.0196	12.7004	10.7381	11.1157	13.3068	11.374	12.2606	12.3018	11.3247	10.1724	11.0327	12.4131	10.6777	11.6434	11.1731	10.0674	10.6795	10.5401	10.9894	11.7202	11.2894	11.1693	11.056	11.6416	10.927	10.3542	10.4584	11.4988	11.0941	12.6266	10.7074	10.7415	12.7906	10.9672	11.2615	10.5971	10.7756	10.3242	12.2012	11.744	11.8313	10.7657	11.3371	10.4157	9.9337	10.236	11.5013	11.5479	10.5127	11.0471	10.6724	10.2738	10.5727	10.9285	10.7194	10.0661	10.5831
QSOX2	169714	8.9773	9.0768	8.5038	8.4136	9.9469	8.6475	8.3923	9.4717	8.8887	8.7748	9.5236	9.1447	8.9484	9.3663	9.7616	9.4409	8.7781	9.4553	8.9099	7.8887	8.2854	7.3576	8.0498	8.6582	9.2668	8.8009	8.7846	9.8549	9.8796	8.2992	10.0782	8.6257	8.9658	9.0471	8.5078	9.0715	8.1497	9.1007	8.5925	9.0821	7.6439	9.0056	8.8329	9.733	8.4919	8.8826	7.9129	8.1898	8.5999	8.8517	8.8041	8.0607	8.1699	9.2046	9.6439	8.633	9.8025	8.7879	7.9069	8.7482	7.9069	9.2946	8.543	8.3707	8.633	8.7142	9.2119	9.5507	10.1241	9.2597	9.4512	9.2192	9.2691	8.4878	9.3083	9.1997	9.2216	8.6439	9.1396	8.8455	7.8265	9.0307	8.5236	9.1599	8.4594	9.3287	7.9129	10.0168	8.1033	8.9687	9.2668	8.8673	8.0334	8.9218	8.3487	8.5196	8.611	8.5353	9.7398	8.7448	8.8009	8.6221	8.7074	8.4305	8.1599	8.7245
